Year,Month,date,any_images,any_cloudfree,image_ID,image_ID_20,have,get,priority,Greensboro,notes,clouds
2017,November,11/22/2017,TRUE,FALSE,,,,,,,,
2017,November,11/23/2017,TRUE,FALSE,,,,,,,,
2017,November,11/24/2017,,TRUE,20171124_154939_0f29,20171124_154939_0f29,TRUE,,,TRUE,,
,,11/24/2017,,TRUE,20171124_154940_0f29,20171124_154940_0f29,TRUE,,,TRUE,,
,,11/24/2017,,TRUE,20171124_154948_0f29,20171124_154948_0f29,TRUE,,,,not in newer query,
,,11/24/2017,,TRUE,20171124_154937_0f29,20171124_154937_0f29,TRUE,,,TRUE,,
,,11/24/2017,,TRUE,20171124_154938_0f29,20171124_154938_0f29,TRUE,,,TRUE,,
2017,November,11/25/2017,TRUE,FALSE,,,,,,,,
2017,November,11/26/2017,TRUE,FALSE,,,,,,,,
2017,November,11/27/2017,,TRUE,20171127_155010_0f2b,20171127_155010_0f2b,,,,,,
,,11/27/2017,,TRUE,20171127_155011_0f2b,20171127_155011_0f2b,,,,,,
,,11/27/2017,,TRUE,20171127_155012_0f2b,20171127_155012_0f2b,,,,,,
,,11/27/2017,,TRUE,20171127_155013_0f2b,20171127_155013_0f2b,,,,,,
2017,November,11/29/2017,,TRUE,20171129_192251_1_0c79,20171129_192251_1_0c,,,,TRUE,test quality,
,,11/29/2017,,TRUE,20171129_192250_0c79,20171129_192250_0c79,,,,TRUE,test quality,
,,11/29/2017,,TRUE,20171129_192249_0c79,20171129_192249_0c79,,,,TRUE,test quality,
,,11/29/2017,,TRUE,20171129_192249_1_0c79,20171129_192249_1_0c,,,,TRUE,test quality,
,,11/29/2017,,TRUE,20171129_192248_0c79,20171129_192248_0c79,,,,TRUE,test quality,
,,11/29/2017,,TRUE,20171129_192247_1_0c79,20171129_192247_1_0c,,,,,test quality,
,,11/29/2017,,TRUE,20171129_192247_0c79,20171129_192247_0c79,,,,,test quality,
,,11/29/2017,,TRUE,20171129_192246_0c79,20171129_192246_0c79,,,,,test quality,
,,11/29/2017,,TRUE,20171129_192245_0c79,20171129_192245_0c79,,,,,test quality,
2017,November,11/30/2017,TRUE,FALSE,20171130_151006_102c,20171130_151006_102c,TRUE,,,,,
2017,December,12/1/2017,,TRUE,20171201_184338_0c82,20171201_184338_0c82,,get,bad,TRUE,,
,,12/1/2017,,TRUE,20171201_184337_0c82,20171201_184337_0c82,,get,bad,TRUE,,
,,12/1/2017,,TRUE,20171201_184336_0c82,20171201_184336_0c82,,get,bad,TRUE,,
,,12/1/2017,,TRUE,20171201_184335_1_0c82,20171201_184335_1_0c,,get,bad,TRUE,,
,,12/1/2017,,TRUE,20171201_184335_0c82,20171201_184335_0c82,,get,bad,TRUE,,
,,12/1/2017,,TRUE,20171201_184334_0c82,20171201_184334_0c82,,,,,small area at bottom of AOI,
,,12/1/2017,,TRUE,20171201_184333_0c82,20171201_184333_0c82,,,,,small area at bottom of AOI,
,,12/1/2017,,TRUE,20171201_184333_1_0c82,20171201_184333_1_0c,,,,,small area at bottom of AOI,
,,12/1/2017,,TRUE,20171201_184332_0c82,20171201_184332_0c82,,,,,small area at bottom of AOI,
2017,December,12/2/2017,TRUE,FALSE,,,,,,,,
2017,December,12/3/2017,TRUE,FALSE,,,,,,,,
2017,December,12/4/2017,TRUE,FALSE,,,,,,,,
2017,December,12/5/2017,TRUE,FALSE,,,,,,,,
2017,December,12/6/2017,TRUE,FALSE,,,,,,,,
2017,December,12/7/2017,TRUE,FALSE,,,,,,,,
2017,December,12/10/2017,TRUE,FALSE,,,,,,,,
2017,December,12/11/2017,,TRUE,20171211_163908_0c54,20171211_163908_0c54,,,,,very small part of AOI,
,,12/11/2017,,TRUE,20171211_161409_1_0c38,20171211_161409_1_0c,,get,low,TRUE,very small part of AOI,
,,12/11/2017,,TRUE,20171211_151533_0c43,20171211_151533_0c43,,,,,very small part of AOI,
2017,December,12/13/2017,,TRUE,20171213_151125_1003,20171213_151125_1003,TRUE,,,TRUE,,
,,12/13/2017,,TRUE,20171213_151126_1003,20171213_151126_1003,TRUE,,,TRUE,,
,,12/13/2017,,TRUE,20171213_151127_1003,20171213_151127_1003,TRUE,,,TRUE,,
,,12/13/2017,,TRUE,20171213_151128_1003,20171213_151128_1003,TRUE,,,TRUE,,
,,12/13/2017,,TRUE,20171213_151129_1003,20171213_151129_1003,,,,,,
2017,December,12/14/2017,TRUE,FALSE,,,,,,,,
2017,December,12/16/2017,TRUE,FALSE,,,,,,,,
2017,December,12/17/2017,TRUE,FALSE,,,,,,,,
2017,December,12/18/2017,,TRUE,20171218_154545_103f,20171218_154545_103f,TRUE,,,TRUE,,
,,12/18/2017,,TRUE,20171218_151245_102d,20171218_151245_102d,,,,,,
,,12/18/2017,,TRUE,20171218_151244_102d,20171218_151244_102d,,,,,,
,,12/18/2017,,TRUE,20171218_151100_1005,20171218_151100_1005,TRUE,,,TRUE,,
2017,December,12/19/2017,,TRUE,20171219_154539_0f33,20171219_154539_0f33,TRUE,,,TRUE,,
,,12/19/2017,,TRUE,20171219_154540_0f33,20171219_154540_0f33,TRUE,,,TRUE,,
,,12/19/2017,,TRUE,20171219_151221_1038,20171219_151221_1038,,,,,,
,,12/19/2017,,TRUE,20171219_151220_1038,20171219_151220_1038,,,,,,some visible clouds
2017,December,12/21/2017,,TRUE,20171221_151118_1035,20171221_151118_1035,TRUE,,,TRUE,,
,,12/21/2017,,TRUE,20171221_151119_1035,20171221_151119_1035,TRUE,,,TRUE,,
,,12/21/2017,,TRUE,20171221_151120_1035,20171221_151120_1035,TRUE,,,TRUE,,
,,12/21/2017,,TRUE,20171221_151121_1035,20171221_151121_1035,TRUE,,,TRUE,,
,,12/21/2017,,TRUE,20171221_154345_103f,20171221_154345_103f,TRUE,,,TRUE,Test quality,
,,12/21/2017,,TRUE,20171221_174746_0c43,20171221_174746_0c43,,,,TRUE,tiny amount of AOI,
,,12/21/2017,,TRUE,20171221_174745_0c43,20171221_174745_0c43,,get,bad,TRUE,,
,,12/21/2017,,TRUE,20171221_174745_1_0c43,20171221_174745_1_0c,,get,bad,TRUE,,
,,12/21/2017,,TRUE,20171221_174744_0c43,20171221_174744_0c43,,get,bad,TRUE,,
,,12/21/2017,,TRUE,20171221_174743_0c43,20171221_174743_0c43,,get,bad,TRUE,,
,,12/21/2017,,TRUE,20171221_174742_0c43,20171221_174742_0c43,,get,bad,TRUE,,
,,12/21/2017,,TRUE,20171221_154605_100d,20171221_154605_100d,,,,,test quality,
,,12/21/2017,,TRUE,20171221_154603_100d,20171221_154603_100d,,,,,test quality,
,,12/21/2017,,TRUE,20171221_154344_103f,20171221_154344_103f,,,,TRUE,test quality,
,,12/21/2017,,TRUE,20171221_151311_0f22,20171221_151311_0f22,,,,,test quality,
,,12/21/2017,,TRUE,20171221_151310_0f22,20171221_151310_0f22,,,,,test quality,
,,12/21/2017,,TRUE,20171221_151309_0f22,20171221_151309_0f22,,,,,test quality,
,,12/21/2017,,TRUE,20171221_151123_1035,20171221_151123_1035,,,,,,
,,12/21/2017,,TRUE,20171221_151122_1035,20171221_151122_1035,,,,,,
2017,December,12/24/2017,TRUE,FALSE,20171224_154359_100d,20171224_154359_100d,TRUE,,,,,
2017,December,12/25/2017,,TRUE,20171225_151144_1033,20171225_151144_1033,,,,TRUE,,visible clouds
2017,December,12/26/2017,TRUE,FALSE,,,,,,,,
2017,December,12/28/2017,,TRUE,20171228_151258_1044,20171228_151258_1044,TRUE,,,TRUE,,
,,12/28/2017,,TRUE,20171228_151259_1044,20171228_151259_1044,TRUE,,,TRUE,,
,,12/28/2017,,TRUE,20171228_151314_102e,20171228_151314_102e,TRUE,,,,,
,,12/28/2017,,TRUE,20171228_154350_0f3d,20171228_154350_0f3d,TRUE,,,TRUE,,
,,12/28/2017,,TRUE,20171228_154351_0f3d,20171228_154351_0f3d,TRUE,,,TRUE,,
,,12/28/2017,,TRUE,20171228_151315_102e,20171228_151315_102e,,,,,,
,,12/28/2017,,TRUE,20171228_151316_102e,20171228_151316_102e,,,,,,
,,12/28/2017,,TRUE,20171228_151200_1044,20171228_151200_1044,TRUE,,,TRUE,,
2017,December,12/29/2017,TRUE,FALSE,,,,,,,,
2017,December,12/31/2017,TRUE,FALSE,,,,,,,,
2018,January,1/1/2018,,TRUE,20180102_151220_103a,20180102_151220_103a,,,,,"snow cover, not in new search query",
,,1/1/2018,,TRUE,20180101_154329_1051,20180101_154329_1051,,,,,,
,,1/1/2018,,TRUE,20180101_151150_101e,20180101_151150_101e,TRUE,,,TRUE,,
,,1/2/2018,,TRUE,20180102_151224_103a,20180102_151224_103a,,,,,,
,,1/2/2018,,TRUE,20180102_151223_103a,20180102_151223_103a,TRUE,,,TRUE,,
,,1/2/2018,,TRUE,20180102_151221_103a,20180102_151221_103a,TRUE,,,TRUE,,
,,1/3/2018,TRUE,FALSE,,,,,,,,
,,1/5/2018,TRUE,FALSE,,,,,,,,
,,1/6/2018,TRUE,FALSE,,,,,,,,
,,1/7/2018,TRUE,FALSE,,,,,,,,
,,1/8/2018,TRUE,FALSE,,,,,,,,
,,1/9/2018,TRUE,FALSE,,,,,,,,
,,1/10/2018,TRUE,FALSE,,,,,,,,
,,1/11/2018,TRUE,FALSE,,,,,,,,
,,1/14/2018,TRUE,TRUE,20180114_151237_1031,20180114_151237_1031,,,,,,
,,1/14/2018,TRUE,TRUE,20180114_151236_1031,20180114_151236_1031,TRUE,,,TRUE,,
,,1/14/2018,TRUE,TRUE,20180114_151235_1031,20180114_151235_1031,TRUE,,,TRUE,,
,,1/14/2018,TRUE,TRUE,20180114_151234_1031,20180114_151234_1031,TRUE,,,TRUE,,
,,1/15/2018,TRUE,FALSE,,,,,,,,
,,1/16/2018,TRUE,TRUE,20180116_153913_1053,20180116_153913_1053,,,,TRUE,visible wispy clouds,
,,1/16/2018,TRUE,TRUE,20180116_153912_1053,20180116_153912_1053,,,,TRUE,visible wispy clouds,
,,1/18/2018,TRUE,FALSE,,,,,,,,
,,1/19/2018,TRUE,FALSE,,,,,,,,
,,1/20/2018,TRUE,FALSE,,,,,,,,
,,1/22/2018,TRUE,FALSE,,,,,,,,
,,1/23/2018,TRUE,FALSE,,,,,,,,
,,1/24/2018,TRUE,FALSE,,,,,,,,
,,1/25/2018,TRUE,TRUE,20180125_153918_0f49,20180125_153918_0f49,,get,regular,TRUE,,
,,1/25/2018,TRUE,TRUE,20180125_153917_0f49,20180125_153917_0f49,TRUE,,,TRUE,,
,,1/26/2018,TRUE,TRUE,20180126_153933_0f44,20180126_153933_0f44,,,,,test quality,
,,1/26/2018,TRUE,TRUE,20180126_151134_1001,20180126_151134_1001,TRUE,,,TRUE,,
,,1/26/2018,TRUE,TRUE,20180126_151135_1001,20180126_151135_1001,TRUE,,,TRUE,,
,,1/26/2018,TRUE,TRUE,20180126_151136_1001,20180126_151136_1001,TRUE,,,TRUE,,
,,1/26/2018,TRUE,TRUE,20180126_151137_1001,20180126_151137_1001,TRUE,,,TRUE,,
,,1/26/2018,TRUE,TRUE,20180126_151133_1001,20180126_151133_1001,,get,low,TRUE,very top of AOI,
,,1/26/2018,TRUE,TRUE,20180126_153743_0f3c,20180126_153743_0f3c,,,,TRUE,test quality,
,,1/26/2018,TRUE,TRUE,20180126_153742_0f3c,20180126_153742_0f3c,,,,TRUE,test quality,
,,1/26/2018,TRUE,TRUE,20180126_153741_0f3c,20180126_153741_0f3c,,,,TRUE,test quality,
,,1/26/2018,TRUE,TRUE,20180126_153740_0f3c,20180126_153740_0f3c,,,,TRUE,test quality,
,,1/27/2018,TRUE,FALSE,,,,,,,,
,,1/31/2018,TRUE,TRUE,20180131_151141_1024,20180131_151141_1024,TRUE,,,TRUE,,
,,1/31/2018,TRUE,TRUE,20180131_151143_1024,20180131_151143_1024,,get,low,TRUE,different resolution,
2018,February,2/2/2018,TRUE,FALSE,,,,,,,,
,,2/3/2018,TRUE,TRUE,20180203_151216_1032,20180203_151216_1032,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_151217_1032,20180203_151217_1032,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_151218_1032,20180203_151218_1032,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_153613_100d,20180203_153613_100d,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_153614_100d,20180203_153614_100d,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_153615_100d,20180203_153615_100d,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_153616_100d,20180203_153616_100d,TRUE,,,TRUE,,
,,2/3/2018,TRUE,TRUE,20180203_151214_1032,20180203_151214_1032,,get,low,TRUE,very top of AOI,
,,2/3/2018,TRUE,TRUE,20180203_151219_1032,20180203_151219_1032,,get,low,TRUE,very bottom of AOI,
,,2/3/2018,TRUE,TRUE,20180203_153612_100d,20180203_153612_100d,,get,low,TRUE,very bottom of AOI,
,,2/5/2018,TRUE,TRUE,20180205_153728_104a,20180205_153728_104a,,get,regular,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_153729_104a,20180205_153729_104a,TRUE,,,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_153730_104a,20180205_153730_104a,TRUE,,,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_153731_104a,20180205_153731_104a,TRUE,,,,,
,,2/5/2018,TRUE,TRUE,20180205_151316_0f4e,20180205_151316_0f4e,TRUE,,regular,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_151315_0f4e,20180205_151315_0f4e,TRUE,,regular,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_151314_0f4e,20180205_151314_0f4e,,,,TRUE,"visible clouds, different resolution",
,,2/5/2018,TRUE,TRUE,20180205_151313_0f4e,20180205_151313_0f4e,,,,TRUE,"visible clouds, different resolution",
,,2/5/2018,TRUE,TRUE,20180205_151338_1011,20180205_151338_1011,,,,,,
,,2/5/2018,TRUE,TRUE,20180205_151337_1011,20180205_151337_1011,,,,,,
,,2/5/2018,TRUE,TRUE,20180205_151336_1011,20180205_151336_1011,TRUE,,regular,TRUE,,
,,2/5/2018,TRUE,TRUE,20180205_151444_1042,20180205_151444_1042,,,,,very left side of AOI,
,,2/5/2018,TRUE,TRUE,20180205_151443_1042,20180205_151443_1042,,,,,very left side of AOI,
,,2/5/2018,TRUE,TRUE,20180205_151442_1042,20180205_151442_1042,,,,,very left side of AOI,
,,2/8/2018,TRUE,TRUE,20180208_153606_1051,20180208_153606_1051,TRUE,,,TRUE,,
,,2/8/2018,TRUE,TRUE,20180208_153607_1051,20180208_153607_1051,TRUE,,,TRUE,,
,,2/8/2018,TRUE,TRUE,20180208_153608_1051,20180208_153608_1051,TRUE,,,TRUE,,
,,2/8/2018,TRUE,TRUE,20180208_153609_1051,20180208_153609_1051,TRUE,,,TRUE,,
,,2/8/2018,TRUE,TRUE,20180208_153605_1051,20180208_153605_1051,,get,low,TRUE,very bottom of AOI,
,,2/8/2018,TRUE,TRUE,20180208_151352_1001,20180208_151352_1001,,,,,,
,,2/8/2018,TRUE,TRUE,20180208_151157_1003,20180208_151157_1003,,get,low,TRUE,very right side of AOI,
,,2/8/2018,TRUE,TRUE,20180208_151156_1003,20180208_151156_1003,,get,low,TRUE,very right side of AOI,
,,2/9/2018,TRUE,FALSE,,,,,,,,
,,2/13/2018,TRUE,TRUE,20180213_151343_1024,20180213_151343_1024,,get,low,TRUE,very tiny bit at bottom of AOI,
,,2/13/2018,TRUE,TRUE,20180213_151342_1024,20180213_151342_1024,TRUE,,,TRUE,,
,,2/13/2018,TRUE,TRUE,20180213_151341_1024,20180213_151341_1024,TRUE,,,TRUE,,
,,2/13/2018,TRUE,TRUE,20180213_151340_1024,20180213_151340_1024,TRUE,,,TRUE,,
,,2/14/2018,TRUE,FALSE,,,,,,,,
,,2/17/2018,TRUE,TRUE,20180217_151438_0e20,20180217_151438_0e20,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_151439_0e20,20180217_151439_0e20,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_151440_0e20,20180217_151440_0e20,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_153436_1053,20180217_153436_1053,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_153437_1053,20180217_153437_1053,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_153438_1053,20180217_153438_1053,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_151336_1002,20180217_151336_1002,,,,,,
,,2/17/2018,TRUE,TRUE,20180217_151437_0e20,20180217_151437_0e20,TRUE,,,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_151441_0e20,20180217_151441_0e20,,get,regular,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_153439_1053,20180217_153439_1053,,get,regular,TRUE,,
,,2/17/2018,TRUE,TRUE,20180217_153435_1053,20180217_153435_1053,,get,regular,TRUE,,
,,2/18/2018,TRUE,TRUE,20180218_151404_101e,20180218_151404_101e,,,,,tiny part of bottom of AOI,
,,2/18/2018,TRUE,TRUE,20180218_171348_0c37,20180218_171348_0c37,,get,bad,TRUE,2.6m resolution,
,,2/18/2018,TRUE,TRUE,20180218_171347_0c37,20180218_171347_0c37,,get,bad,TRUE,2.6m resolution,
,,2/20/2018,TRUE,FALSE,,,,,,,,
,,2/21/2018,TRUE,FALSE,,,,,,,,
,,2/27/2018,TRUE,TRUE,20180227_151345_1034,20180227_151345_1034,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_151346_1034,20180227_151346_1034,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_151347_1034,20180227_151347_1034,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_153316_0f44,20180227_153316_0f44,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_153317_0f44,20180227_153317_0f44,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_153318_0f44,20180227_153318_0f44,TRUE,,,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_153319_0f44,20180227_153319_0f44,,get,low,TRUE,very top of AOI,
,,2/27/2018,TRUE,TRUE,20180227_153315_0f44,20180227_153315_0f44,,get,regular,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_151344_1034,20180227_151344_1034,,get,regular,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_151348_1034,20180227_151348_1034,,get,regular,TRUE,,
,,2/27/2018,TRUE,TRUE,20180227_151542_1044,20180227_151542_1044,,,,,very bottom of AOI,
,,2/27/2018,TRUE,TRUE,20180227_151541_1044,20180227_151541_1044,,,,,,
,,2/27/2018,TRUE,TRUE,20180227_151540_1044,20180227_151540_1044,,,,,,
,,2/27/2018,TRUE,TRUE,20180227_151539_1044,20180227_151539_1044,,,,,,
,,2/27/2018,TRUE,TRUE,20180227_151538_1044,20180227_151538_1044,,,,,very top of AOI,
,,2/28/2018,TRUE,FALSE,20180228_153407_1048,20180228_153407_1048,TRUE,,,,,
2018,March,3/3/2018,TRUE,FALSE,,,,,,,,
,,3/5/2018,TRUE,TRUE,20180305_151417_1022,20180305_151417_1022,TRUE,,,TRUE,,
,,3/5/2018,TRUE,TRUE,20180305_151416_1022,20180305_151416_1022,TRUE,,,TRUE,,
,,3/5/2018,TRUE,TRUE,20180305_151415_1022,20180305_151415_1022,TRUE,,,TRUE,,
,,3/5/2018,TRUE,TRUE,20180305_151414_1022,20180305_151414_1022,TRUE,,,TRUE,,
,,3/6/2018,TRUE,FALSE,,,,,,,,
,,3/8/2018,TRUE,TRUE,20180308_151452_1004,20180308_151452_1004,,get,regular,TRUE,,
,,3/8/2018,TRUE,TRUE,20180308_151347_1013,20180308_151347_1013,,get,regular,TRUE,,
,,3/9/2018,TRUE,FALSE,,,,,,,,
,,3/10/2018,TRUE,TRUE,20180310_151507_1009,20180310_151507_1009,,,,TRUE,test quality,
,,3/10/2018,TRUE,TRUE,20180310_151505_1009,20180310_151505_1009,,,,TRUE,test quality,
,,3/10/2018,TRUE,TRUE,20180310_151504_1009,20180310_151504_1009,,,,TRUE,test quality,
,,3/10/2018,TRUE,TRUE,20180310_151344_1010,20180310_151344_1010,,get,regular,TRUE,,
,,3/11/2018,TRUE,TRUE,,,,,,,,
,,3/13/2018,TRUE,TRUE,,,,,,,,
,,3/14/2018,TRUE,TRUE,,,,,,,,
,,3/15/2018,TRUE,TRUE,20180315_151326_102c,20180315_151326_102c,TRUE,,,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_151327_102c,20180315_151327_102c,TRUE,,,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_153126_0f2d,20180315_153126_0f2d,TRUE,,,,,
,,3/15/2018,TRUE,TRUE,20180315_153128_0f2d,20180315_153128_0f2d,TRUE,,,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_151328_102c,20180315_151328_102c,,get,regular,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_153127_0f2d,20180315_153127_0f2d,,get,regular,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_153124_0f2d,20180315_153124_0f2d,,get,regular,TRUE,,
,,3/15/2018,TRUE,TRUE,20180315_151325_102c,20180315_151325_102c,,get,regular,TRUE,,
,,3/16/2018,TRUE,FALSE,,,,,,,,
,,3/17/2018,TRUE,FALSE,,,,,,,,
,,3/18/2018,TRUE,TRUE,20180318_153146_0f2b,20180318_153146_0f2b,TRUE,,,TRUE,,
,,3/18/2018,TRUE,TRUE,20180318_153147_0f2b,20180318_153147_0f2b,TRUE,,,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151414_101f,20180319_151414_101f,TRUE,,,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151416_101f,20180319_151416_101f,TRUE,,,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151517_1003,20180319_151517_1003,TRUE,,,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151518_1003,20180319_151518_1003,TRUE,,,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151519_1003,20180319_151519_1003,,get,regular,TRUE,,
,,3/19/2018,TRUE,TRUE,20180319_151520_1003,20180319_151520_1003,,get,regular,TRUE,,
,,3/22/2018,TRUE,FALSE,,,,,,,,
,,3/23/2018,TRUE,TRUE,20180323_213851_0c59,20180323_213851_0c59,,get,bad,TRUE,,
,,3/23/2018,TRUE,TRUE,20180323_213851_1_0c59,20180323_213851_1_0c,,get,bad,TRUE,,
,,3/23/2018,TRUE,TRUE,20180323_213850_0c59,20180323_213850_0c59,,get,bad,TRUE,,
,,3/23/2018,TRUE,TRUE,20180323_213849_0c59,20180323_213849_0c59,,,,TRUE,visible clouds,
,,3/23/2018,TRUE,TRUE,20180323_213848_0c59,20180323_213848_0c59,,,,TRUE,visible clouds,
,,3/23/2018,TRUE,TRUE,20180323_213848_1_0c59,20180323_213848_1_0c,,get,bad,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_151501_1024,20180324_151501_1024,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_151502_1024,20180324_151502_1024,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_151503_1024,20180324_151503_1024,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_151504_1024,20180324_151504_1024,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_152927_103f,20180324_152927_103f,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_152928_103f,20180324_152928_103f,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_152929_103f,20180324_152929_103f,TRUE,,,TRUE,,
,,3/24/2018,TRUE,TRUE,20180324_152930_103f,20180324_152930_103f,TRUE,,,TRUE,,
,,3/25/2018,TRUE,TRUE,20180325_151445_1034,20180325_151445_1034,,get,regular,TRUE,,
,,3/26/2018,TRUE,TRUE,20180326_193659_0c37,20180326_193659_0c37,,,,TRUE,very tiny bit of right side of aoi,
,,3/26/2018,TRUE,TRUE,20180326_193658_1_0c37,20180326_193658_1_0c,,,,TRUE,visible clouds,
,,3/27/2018,TRUE,FALSE,,,,,,,,
,,3/29/2018,TRUE,TRUE,20180329_151514_101e,20180329_151514_101e,TRUE,,,TRUE,,
,,3/29/2018,TRUE,TRUE,20180329_151515_101e,20180329_151515_101e,TRUE,,,TRUE,,
,,3/29/2018,TRUE,TRUE,20180329_151516_101e,20180329_151516_101e,TRUE,,,TRUE,visible clouds,
,,3/29/2018,TRUE,TRUE,20180329_151517_101e,20180329_151517_101e,TRUE,,,TRUE,,
,,3/30/2018,TRUE,FALSE,,,,,,,,
,,3/31/2018,TRUE,TRUE,,,,,,,,
2018,April,4/5/2018,TRUE,TRUE,20180405_151536_0f18,20180405_151536_0f18,TRUE,,,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151538_0f18,20180405_151538_0f18,TRUE,,,TRUE,visible clouds,
,,4/5/2018,TRUE,TRUE,20180405_151539_0f18,20180405_151539_0f18,,get,regular,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151537_0f18,20180405_151537_0f18,,get,regular,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151425_1009,20180405_151425_1009,,get,regular,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151424_1009,20180405_151424_1009,,get,regular,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151423_1009,20180405_151423_1009,,get,regular,TRUE,,
,,4/5/2018,TRUE,TRUE,20180405_151422_1009,20180405_151422_1009,,get,regular,TRUE,,
,,4/8/2018,TRUE,TRUE,20180408_161457_0c38,20180408_161457_0c38,,,,TRUE,visible clouds,
,,4/8/2018,TRUE,TRUE,20180408_161456_0c38,20180408_161456_0c38,,,,TRUE,visible clouds,
,,4/8/2018,TRUE,TRUE,20180408_161455_1_0c38,20180408_161455_1_0c,,,,TRUE,visible clouds,
,,4/8/2018,TRUE,TRUE,20180408_161455_0c38,20180408_161455_0c38,,get,bad,TRUE,,
,,4/8/2018,TRUE,TRUE,20180408_161454_0c38,20180408_161454_0c38,,get,bad,TRUE,,
,,4/9/2018,TRUE,FALSE,,,,,,,,
,,4/10/2018,TRUE,FALSE,,,,,,,,
,,4/11/2018,TRUE,TRUE,,,,,,,,
,,4/12/2018,TRUE,FALSE,,,,,,,,
,,4/13/2018,TRUE,TRUE,20180413_151625_1014,20180413_151625_1014,TRUE,,,TRUE,,
